id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,default_product,variant
wc_post_id_403,"Blue Mermaid - Solstice Functional Blend 500gr","Impuestos incluidos. Los gastos de envío se calculan en la pasarela de pagos. 
 
Envío gratuito a partir de 50€ 
 
Blue Mermaid Spirulina Latte Blend 135 raciones! 
 
Una poderosa proteína 100% Plant-Based. 
 
Beneficios: 
 
  Poderoso antioxidante  
  Gran fuente de proteína 
  Promueve la acción desinflamatoria 
  Vitaminas A, B, C y E 
 
Ingredientes: 
 
  Azúcar de coco (Indonesia) 
  Alga Spirulina (USA) 
  Jengibre en polvo (India) 
  Butterfly Pee Flower (Indonesia) 
  Canela (Indonesia) 
  Sal marina mediterranea (España) 
 
Nota de cata: finamente dulce y notas de jengibre. 
 
Embalaje: pack 500gr (135 raciones)",https://fullgracefoods.com/wp-content/uploads/2020/04/SB-Blue-Mermaid-7-compressor-scaled.jpg,https://fullgracefoods.com/producto/blue-mermaid-500gr/,"Specialty Coffee and Functional Lattes","Full Grace Foods",124.99EUR,in stock,wc_post_id_403,https://fullgracefoods.com/carrito/?add-to-cart=403,"https://fullgracefoods.com/wp-content/uploads/2020/04/SB-Blue-Mermaid-8-compressor-scaled.jpg,https://fullgracefoods.com/wp-content/uploads/2020/04/SB-Blue-Mermaid-14-compressor-scaled.jpg,https://fullgracefoods.com/wp-content/uploads/2020/04/1_1024x1024@2x.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,124.99EUR,new,published,,
wc_post_id_396,"DETOX - Carbón Activo Solstice Functional Blend 500gr","Impuestos incluidos. Los gastos de envío se calculan en la pasarela de pagos. 
 
Envío gratuito a partir de 50€ 
 
Black Magic DETOX Latte Blend 125 raciones! 
 
Beneficios: 
 
  Poderoso desintoxicante natural 
  Ayuda a expulsar toxinas 
  Promueve la salud intestinal 
  Ayuda a la circulación sanguínea 
  Antibacteriano natural 
 
Ingredientes: 
 
  Azúcar de coco (Indonesia) 
  Vainilla (India) 
  Carbón activo de Coco (Malasia) 
  Maca en polvo (Perú) 
  Sal marina mediterránea (España) 
 
¿Carbón activo de coco? 
Un paso por encima del resto, el carbón de coco activado es posiblemente la forma más limpia de carbón que puedas tener en tus manos. Este ingrediente promueve la desintoxicación y ayuda a eliminar los gases del tracto intestinal. Mezclado con la maca, que aumenta la resistencia y promueve una mejor circulación, te sentirás espectacular. Completa todo con una encantadora y fresca rama vainilla para un sabor notablemente purificador. 
Notas de cata: finamente dulce y con un toque de vainilla fresca. 
 
Embalaje: pack 500gr (125 raciones)",https://fullgracefoods.com/wp-content/uploads/2020/04/SB-Black-Magic-Detox-6-compressor-scaled.jpg,https://fullgracefoods.com/producto/black-magic-detox-500gr/,"Specialty Coffee and Functional Lattes","Full Grace Foods",124.99EUR,in stock,wc_post_id_396,https://fullgracefoods.com/carrito/?add-to-cart=396,"https://fullgracefoods.com/wp-content/uploads/2020/04/SB-Black-Magic-Detox-2-compressor-scaled.jpg,https://fullgracefoods.com/wp-content/uploads/2020/04/3_1024x1024@2x.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,124.99EUR,new,published,,
wc_post_id_394,"Sirope de Agave BIO bote 5kg","Impuestos incluidos. Los gastos de envío se calculan en la pasarela de pagos. 
 
Envío gratuito a partir de 50€ 
 
Gluten Free, Vegan. No GMO 
 
 
 
 
Es un ingrediente alimenticio orgánico y sustituto de azucares. Este Endulzante se caracteriza en comparación con otros jarabes naturales y mieles, por su bajo índice glucémico. 
 
 
 
 
Jarabe de agave orgánico, es una sustancia natural obtenida por la hidrolisis de los Fructanos extraídos por medio de la difusión del jugo de las piñas de agave Azul. 
 
3/4 de cucharada de Sirope de Agave equivale a 1 cucharada de Azúcar.",https://fullgracefoods.com/wp-content/uploads/2020/04/5kgdul_clear-new.progressive-1.jpg,https://fullgracefoods.com/producto/sirope-de-agave-bio-bote-5kg/,"Natural Sweetners","Full Grace Foods",42.99EUR,in stock,wc_post_id_394,https://fullgracefoods.com/carrito/?add-to-cart=394,"https://fullgracefoods.com/wp-content/uploads/2020/04/Agave-Syrup-application.png,https://fullgracefoods.com/wp-content/uploads/2020/02/Agave_plantation.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,42.99EUR,new,published,,
wc_post_id_392,"Sirope de Agave BIO PET 690gr","Impuestos incluidos. Los gastos de envío se calculan en la pasarela de pagos. 
 
Envío gratuito a partir de 50€ 
 
Gluten Free, Vegan. No GMO 
 
 
 
 
Es un ingrediente alimenticio orgánico y sustituto de azucares. Este endulzante se caracteriza en comparación con otros jarabes naturales y mieles, por su bajo índice glucémico. 
 
 
 
 
Jarabe de agave orgánico, es una sustancia natural obtenida por la hidrolisis de los fructanos extraídos por medio de la difusión del jugo de las piñas de agave Azul. 
 
3/4 de cucharada de Sirope de Agave equivale a 1 cucharada de Azúcar. 
 
Embalaje: botella PET 690g",https://fullgracefoods.com/wp-content/uploads/2020/04/Sirope-de-Agave-690ml.jpg,https://fullgracefoods.com/producto/sirope-de-agave-bio-690ml/,"Natural Sweetners","Full Grace Foods",5.99EUR,in stock,wc_post_id_392,https://fullgracefoods.com/carrito/?add-to-cart=392,"https://fullgracefoods.com/wp-content/uploads/2020/04/shutterstock_722420191-scaled.jpg,https://fullgracefoods.com/wp-content/uploads/2020/02/Agave_plantation.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,5.99EUR,new,published,,
wc_post_id_390,"Sirope de Agave BIO PET 345gr","Impuestos incluidos. Los gastos de envío se calculan en la pasarela de pagos. 
 
Envío gratuito a partir de 50€ 
 
Gluten Free, Vegan. No GMO 
 
 
 
 
Es un ingrediente alimenticio orgánico y sustituto de azucares. Este Endulzante se caracteriza en comparación con otros jarabes naturales y mieles, por su bajo índice glucémico. 
 
 
 
 
Jarabe de agave orgánico, es una sustancia natural obtenida por la hidrolisis de los Fructanos extraídos por medio de la difusión del jugo de las piñas de agave Azul. 
 
3/4 de cucharada de Sirope de Agave equivale a 1 cucharada de Azúcar.",https://fullgracefoods.com/wp-content/uploads/2020/04/nutriagaves-olifructine.345gr.jpg,https://fullgracefoods.com/producto/sirope-de-agave-bio-345ml/,"Natural Sweetners","Full Grace Foods",4.99EUR,in stock,wc_post_id_390,https://fullgracefoods.com/carrito/?add-to-cart=390,"https://fullgracefoods.com/wp-content/uploads/2020/04/Agave-Syrup-application.png,https://fullgracefoods.com/wp-content/uploads/2020/02/Agave_plantation.png",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,4.99EUR,new,published,,
wc_post_id_385,"Pink Pitahaya Pure Pulp Premium pack 4x100gr","Ingredientes: 100% Pitahaya Rosa 
 
 
 
Valores Nutricionales: por 100g 
 
 
 
 
 
 
 
 
 
ENERGÍA 
251kJ/60 kcal 
 
 
LÍPIDOS 
0 g 
 
 
     DE LOS CUALES SATURADOS 
0 g 
 
 
HIDRATOS DE CARBONO 
13 g 
 
 
AZÚCAR 
8 g 
 
 
FIBRA 
3 g 
 
 
PROTEÍNA 
1 g 
 
 
SAL 
0 g 
 
 
 
 
 
Embalajes: pack 4x100gr, caja de 6kg",https://fullgracefoods.com/wp-content/uploads/2020/04/Pitahaya1-scaled.jpg,https://fullgracefoods.com/producto/pink-pitahaya-pure-pulp-premium-100gr/,"Frozen Exotic Fruits","Full Grace Foods",8.99EUR,in stock,wc_post_id_385,https://fullgracefoods.com/carrito/?add-to-cart=385,"https://fullgracefoods.com/wp-content/uploads/2020/04/Pitahaya-Smoothie.jpg,https://fullgracefoods.com/wp-content/uploads/2020/04/Pitahaya-Bowl-scaled.jpg,https://fullgracefoods.com/wp-content/uploads/2020/04/Pink-Dragon-Fruit-real-fruit.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,8.99EUR,new,published,,
wc_post_id_383,"Mango Pulp Nutricau 100gr (24x100gr)","Impuestos incluidos. Los gastos de envío se calculan en la pasarela de pagos. 
 
Envío gratuito a partir de 50€ 
 
La pulpa de mango es rica en fósforo, calcio, hierro, potasio, carbohidratos y vitaminas A, B y C. 
 
Ayuda a mantener los huesos y músculos en forma. 
 
Es una fruta rica en agua y fibras que favorecen la digestión y la flora intestinal. 
 
Alcaliniza y favorece la circulación sanguínea. 
 
Ingredientes: 100% Pulpa de Mango 
 
Embalaje: caja de 24x100gr",https://fullgracefoods.com/wp-content/uploads/2020/04/POLPA-DE-MANGA-NUTRICAL-100g-scaled.jpg,https://fullgracefoods.com/producto/mango-pulp-nutricau-100gr/,"Frozen Exotic Fruits","Full Grace Foods",29.99EUR,in stock,wc_post_id_383,https://fullgracefoods.com/carrito/?add-to-cart=383,"https://fullgracefoods.com/wp-content/uploads/2020/04/shutterstock_667611496-compressor-scaled.jpg,https://fullgracefoods.com/wp-content/uploads/2020/04/5.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,29.99EUR,new,published,,
wc_post_id_381,"Guayaba Pulp Nutricau 100gr (24x100gr)","Impuestos incluidos. Los gastos de envío se calculan en la pasarela de pagos. 
 
Envío gratuito a partir de 50€ 
 
La pulpa de guayaba es fuente de vitamina A y ayuda a luchar contra los problemas gastro-intestinales. 
 
Es rica en potasio, fuente de vitamina C, contiene fibra dietética. Es ideal para la lucha contra la diabetes.   
 
Contiene un gran poder antioxidante. 
 
Ingredientes: 100% pulpa de Guayaba 
 
Embalaje: caja 24x100gr",https://fullgracefoods.com/wp-content/uploads/2020/04/POLPA-DE-GOIABA-NUTRICAL-100g-scaled.jpg,https://fullgracefoods.com/producto/guayaba-pulp-nutricau-100gr/,"Frozen Exotic Fruits","Full Grace Foods",29.99EUR,in stock,wc_post_id_381,https://fullgracefoods.com/carrito/?add-to-cart=381,"https://fullgracefoods.com/wp-content/uploads/2020/04/shutterstock_262022219-compressor-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,29.99EUR,new,published,,
wc_post_id_379,"Açaí Sorbet No Sugar 5000ml","Sorbete de Açaí con NO SUGAR 
 
Ingredientes: 
 
 
 
 
Açai pulp (60%), agua, fibra, stevia. 
 
 
 
 
Alérgenos: 
 
Puede contener trazas de leche, cacahuete y almendra. 
 
Características nutricionales: 
 
  Energía: 390kj / 94 kcal 
  Grasas: 1,4g 
  De la cuales saturadas: 0,4g 
  Carbohidratos: 18g 
  De los cuales azúcares: 5,1g 
  Fibra: 11g 
  Proteína: 0,5g 
  Sal: 0,04g",https://fullgracefoods.com/wp-content/uploads/2020/04/5L_NO-SUGAR-scaled.jpg,https://fullgracefoods.com/producto/acai-sorbet-5000ml-no-sugar/,"Frozen Exotic Fruits","Full Grace Foods",72EUR,in stock,wc_post_id_379,https://fullgracefoods.com/carrito/?add-to-cart=379,"https://fullgracefoods.com/wp-content/uploads/2020/02/acai-bowl-1.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,72EUR,new,published,,
wc_post_id_377,"Açaí Sorbet No Sugar 900ml","Sorbete de Açaí con NO SUGAR 
 
Ingredientes: 
 
 
 
 
Açai pulp (60%), agua, fibra, stevia. 
 
 
 
 
Alérgenos: 
 
Puede contener trazas de leche, cacahuete y almendra. 
 
Características nutricionales: 
 
  Energía: 390kj / 94 kcal 
  Grasas: 1,4g 
  De la cuales saturadas: 0,4g 
  Carbohidratos: 18g 
  De los cuales azúcares: 5,1g 
  Fibra: 11g 
  Proteína: 0,5g 
  Sal: 0,04g",https://fullgracefoods.com/wp-content/uploads/2020/04/Açaí-Sorbet-900ml-No-Sugar-scaled.jpg,https://fullgracefoods.com/producto/acai-sorbet-900ml-no-sugar/,"Frozen Exotic Fruits","Full Grace Foods",16.99EUR,in stock,wc_post_id_377,https://fullgracefoods.com/carrito/?add-to-cart=377,"https://fullgracefoods.com/wp-content/uploads/2020/04/1.jpg,https://fullgracefoods.com/wp-content/uploads/2020/04/4.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,16.99EUR,new,published,,
wc_post_id_375,"Açaí Sorbet 125ml No Sugar (16x125ml)","Sorbete de Açaí con NO SUGAR (Caja 16 uds) 
 
Ingredientes: 
 
 
 
 
Açai pulp (60%), agua, fibra, stevia. 
 
 
 
 
Alérgenos: 
 
Puede contener trazas de leche, cacahuete y almendra. 
 
Características nutricionales: 
 
  Energía: 390kj / 94 kcal 
  Grasas: 1,4g 
  De la cuales saturadas: 0,4g 
  Carbohidratos: 18g 
  De los cuales azúcares: 5,1g 
  Fibra: 11g 
  Proteína: 0,5g 
  Sal: 0,04g",https://fullgracefoods.com/wp-content/uploads/2020/04/Açaí-Sorbet-125ml-No-Sugar-compressor-scaled.jpg,https://fullgracefoods.com/producto/acai-sorbet-125ml-no-sugar/,"Frozen Exotic Fruits","Full Grace Foods",44.64EUR,in stock,wc_post_id_375,https://fullgracefoods.com/carrito/?add-to-cart=375,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,44.64EUR,new,published,,
wc_post_id_373,"Granola de Cacao y Semillas 'Granoletta' 340gr","Información nutricional para 100 gr de producto: 
 
  Valor Energético: 1.715,5 Kj / 410,3 Kcal 
  Grasas totales: 24,6 gr 
  Saturadas: 8,7 gr 
  Carbohidratos totales: 35,7 gr 
  De los cuales, azúcares: 4,3 gr 
  Fibra: 9,8 gr 
  Proteínas: 12,3 gr 
  Sal: 0,01 gr",https://fullgracefoods.com/wp-content/uploads/2020/04/frente-cacao.jpg,https://fullgracefoods.com/producto/quinoa-mix-roja-y-blanca/,"Handmade Granolas","Full Grace Foods",8.99EUR,in stock,wc_post_id_373,https://fullgracefoods.com/carrito/?add-to-cart=373,"https://fullgracefoods.com/wp-content/uploads/2020/04/contra-cacao.jpg,https://fullgracefoods.com/wp-content/uploads/2020/04/Granola-cacao-scaled.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,8.99EUR,new,published,,
